instrumentName,lastTradeDate,expiryDate,strike,optionType,spotPrice,bid,ask,mid,volume,openInterest,DerebitIV
ETH-9JUN23-2100-P,2023-5-18,2023-6-9,2100.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-2200-C,2023-5-18,2023-6-9,2200.0,call,1839.45,0.0,0.0005,0.00025,0.0,7595.0,65.14
ETH-9JUN23-2200-P,2023-5-18,2023-6-9,2200.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-2300-C,2023-5-18,2023-6-9,2300.0,call,1839.45,0.0,0.0005,0.00025,0.0,497.0,78.67
ETH-9JUN23-2300-P,2023-5-18,2023-6-9,2300.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-2400-C,2023-5-18,2023-6-9,2400.0,call,1839.45,0.0,0.0005,0.00025,0.0,506.0,91.3
ETH-9JUN23-2400-P,2023-5-18,2023-6-9,2400.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-2600-C,2023-5-18,2023-6-9,2600.0,call,1839.45,0.0,0.0005,0.00025,0.0,368.0,114.36
ETH-9JUN23-2600-P,2023-5-18,2023-6-9,2600.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-2800-C,2023-5-18,2023-6-9,2800.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,135.095
ETH-9JUN23-2800-P,2023-5-18,2023-6-9,2800.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-3000-C,2023-5-18,2023-6-9,3000.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,153.965
ETH-9JUN23-3000-P,2023-5-18,2023-6-9,3000.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-3200-C,2023-5-18,2023-6-9,3200.0,call,1839.45,0.0,0.0005,0.00025,0.0,387.0,171.28
ETH-9JUN23-3200-P,2023-5-18,2023-6-9,3200.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-9JUN23-3400-C,2023-5-18,2023-6-9,3400.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,187.27
ETH-9JUN23-3400-P,2023-5-18,2023-6-9,3400.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-10JUN23-1600-C,2023-6-7,2023-6-10,1600.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-10JUN23-1600-P,2023-6-7,2023-6-10,1600.0,put,1839.45,0.0,0.001,0.0005,335.0,335.0,47.05
ETH-10JUN23-1650-C,2023-6-7,2023-6-10,1650.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-10JUN23-1650-P,2023-6-7,2023-6-10,1650.0,put,1839.45,0.0005,0.0015,0.001,3.0,3.0,75.50999999999999
ETH-10JUN23-1700-C,2023-6-7,2023-6-10,1700.0,call,1839.45,0.053,0.0,0.0265,0.0,0.0,0.0
ETH-10JUN23-1700-P,2023-6-7,2023-6-10,1700.0,put,1839.45,0.0015,0.002,0.00175,261.0,230.0,66.845
ETH-10JUN23-1750-C,2023-6-7,2023-6-10,1750.0,call,1839.45,0.026,0.0,0.013,0.0,0.0,0.0
ETH-10JUN23-1750-P,2023-6-7,2023-6-10,1750.0,put,1839.45,0.0025,0.0035,0.003,1446.0,1274.0,55.41
ETH-10JUN23-1800-C,2023-6-7,2023-6-10,1800.0,call,1839.45,0.0005,0.0,0.00025,16.0,11.0,0.0
ETH-10JUN23-1800-P,2023-6-7,2023-6-10,1800.0,put,1839.45,0.006,0.0065,0.00625,862.0,855.0,45.54
ETH-10JUN23-1825-C,2023-6-7,2023-6-10,1825.0,call,1839.45,0.018,0.019,0.0185,3.0,3.0,42.06
ETH-10JUN23-1825-P,2023-6-7,2023-6-10,1825.0,put,1839.45,0.0095,0.0105,0.01,154.0,138.0,42.525000000000006
ETH-10JUN23-1850-C,2023-6-7,2023-6-10,1850.0,call,1839.45,0.0105,0.0115,0.011,14.0,10.0,40.485
ETH-10JUN23-1850-P,2023-6-7,2023-6-10,1850.0,put,1839.45,0.0155,0.0165,0.016,92.0,88.0,40.69499999999999
ETH-10JUN23-1875-C,2023-6-7,2023-6-10,1875.0,call,1839.45,0.006,0.0065,0.00625,83.0,73.0,40.875
ETH-10JUN23-1875-P,2023-6-7,2023-6-10,1875.0,put,1839.45,0.0,0.0,0.0,14.0,14.0,0.0
ETH-10JUN23-1900-C,2023-6-7,2023-6-10,1900.0,call,1839.45,0.003,0.004,0.0035,123.0,121.0,42.245
ETH-10JUN23-1900-P,2023-6-7,2023-6-10,1900.0,put,1839.45,0.0065,0.0,0.00325,0.0,0.0,0.0
ETH-10JUN23-1925-C,2023-6-7,2023-6-10,1925.0,call,1839.45,0.0015,0.0025,0.002,33.0,33.0,44.230000000000004
ETH-10JUN23-1925-P,2023-6-7,2023-6-10,1925.0,put,1839.45,0.0215,0.0,0.01075,0.0,0.0,0.0
ETH-10JUN23-1950-C,2023-6-7,2023-6-10,1950.0,call,1839.45,0.001,0.0015,0.00125,292.0,287.0,47.355000000000004
ETH-10JUN23-1950-P,2023-6-7,2023-6-10,1950.0,put,1839.45,0.0335,0.0,0.01675,0.0,0.0,0.0
ETH-10JUN23-2000-C,2023-6-7,2023-6-10,2000.0,call,1839.45,0.0005,0.001,0.00075,17.0,14.0,56.52
ETH-10JUN23-2000-P,2023-6-7,2023-6-10,2000.0,put,1839.45,0.0605,0.0,0.03025,0.0,0.0,0.0
ETH-10JUN23-2050-C,2023-6-7,2023-6-10,2050.0,call,1839.45,0.0,0.001,0.0005,1.0,1.0,37.01
ETH-10JUN23-2050-P,2023-6-7,2023-6-10,2050.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-10JUN23-2100-C,2023-6-7,2023-6-10,2100.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,38.92
ETH-10JUN23-2100-P,2023-6-7,2023-6-10,2100.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-10JUN23-2150-C,2023-6-7,2023-6-10,2150.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,44.69
ETH-10JUN23-2150-P,2023-6-7,2023-6-10,2150.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-800-C,2023-5-25,2023-6-16,800.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-800-P,2023-5-25,2023-6-16,800.0,put,1839.45,0.0,0.0005,0.00025,0.0,0.0,111.275
ETH-16JUN23-900-C,2023-5-25,2023-6-16,900.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-900-P,2023-5-25,2023-6-16,900.0,put,1839.45,0.0,0.0005,0.00025,0.0,0.0,96.585
ETH-16JUN23-1000-C,2023-5-25,2023-6-16,1000.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1000-P,2023-5-25,2023-6-16,1000.0,put,1839.45,0.0,0.0005,0.00025,0.0,55.0,83.415
ETH-16JUN23-1100-C,2023-5-25,2023-6-16,1100.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1100-P,2023-5-25,2023-6-16,1100.0,put,1839.45,0.0,0.0005,0.00025,4.0,63.0,71.45
ETH-16JUN23-1200-C,2023-5-25,2023-6-16,1200.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1200-P,2023-5-25,2023-6-16,1200.0,put,1839.45,0.0,0.0005,0.00025,0.0,189.0,60.445
ETH-16JUN23-1300-C,2023-5-25,2023-6-16,1300.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1300-P,2023-5-25,2023-6-16,1300.0,put,1839.45,0.0,0.001,0.0005,0.0,931.0,55.35
ETH-16JUN23-1350-C,2023-5-25,2023-6-16,1350.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1350-P,2023-5-25,2023-6-16,1350.0,put,1839.45,0.0,0.001,0.0005,0.0,424.0,50.075
ETH-16JUN23-1400-C,2023-5-25,2023-6-16,1400.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1400-P,2023-5-25,2023-6-16,1400.0,put,1839.45,0.0,0.001,0.0005,0.0,295.0,44.95
ETH-16JUN23-1450-C,2023-5-25,2023-6-16,1450.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1450-P,2023-5-25,2023-6-16,1450.0,put,1839.45,0.0005,0.0015,0.001,50.0,348.0,78.78999999999999
ETH-16JUN23-1500-C,2023-5-25,2023-6-16,1500.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1500-P,2023-5-25,2023-6-16,1500.0,put,1839.45,0.001,0.0015,0.00125,100.0,1224.0,72.68
ETH-16JUN23-1550-C,2023-5-25,2023-6-16,1550.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1550-P,2023-5-25,2023-6-16,1550.0,put,1839.45,0.0015,0.002,0.00175,16.0,327.0,66.97999999999999
ETH-16JUN23-1600-C,2023-5-25,2023-6-16,1600.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1600-P,2023-5-25,2023-6-16,1600.0,put,1839.45,0.002,0.0025,0.0022500000000000003,28.0,840.0,59.89
ETH-16JUN23-1650-C,2023-5-25,2023-6-16,1650.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-1650-P,2023-5-25,2023-6-16,1650.0,put,1839.45,0.003,0.004,0.0035,46.0,1718.0,54.97
ETH-16JUN23-1700-C,2023-5-25,2023-6-16,1700.0,call,1839.45,0.0535,0.0,0.02675,0.0,10.0,0.0
ETH-16JUN23-1700-P,2023-5-25,2023-6-16,1700.0,put,1839.45,0.005,0.0055,0.0052499999999999995,979.0,5446.0,49.3
ETH-16JUN23-1750-C,2023-5-25,2023-6-16,1750.0,call,1839.45,0.041,0.0,0.0205,1.0,511.0,0.0
ETH-16JUN23-1750-P,2023-5-25,2023-6-16,1750.0,put,1839.45,0.008,0.009,0.0085,4242.0,11961.0,44.395
ETH-16JUN23-1800-C,2023-5-25,2023-6-16,1800.0,call,1839.45,0.0325,0.0,0.01625,147.0,1564.0,15.68
ETH-16JUN23-1800-P,2023-5-25,2023-6-16,1800.0,put,1839.45,0.014,0.015,0.014499999999999999,9661.0,9881.0,40.405
ETH-16JUN23-1850-C,2023-5-25,2023-6-16,1850.0,call,1839.45,0.021,0.022,0.0215,665.0,2204.0,38.644999999999996
ETH-16JUN23-1850-P,2023-5-25,2023-6-16,1850.0,put,1839.45,0.0255,0.0265,0.026,3343.0,5512.0,39.165000000000006
ETH-16JUN23-1900-C,2023-5-25,2023-6-16,1900.0,call,1839.45,0.0105,0.0115,0.011,1426.0,12390.0,37.915
ETH-16JUN23-1900-P,2023-5-25,2023-6-16,1900.0,put,1839.45,0.0415,0.044,0.042749999999999996,499.0,2356.0,38.695
ETH-16JUN23-1950-C,2023-5-25,2023-6-16,1950.0,call,1839.45,0.0055,0.006,0.00575,170.0,8931.0,39.555
ETH-16JUN23-1950-P,2023-5-25,2023-6-16,1950.0,put,1839.45,0.034,0.0,0.017,55.0,830.0,0.0
ETH-16JUN23-2000-C,2023-5-25,2023-6-16,2000.0,call,1839.45,0.0025,0.003,0.00275,1316.0,24275.0,40.53
ETH-16JUN23-2000-P,2023-5-25,2023-6-16,2000.0,put,1839.45,0.082,0.0,0.041,5.0,42.0,0.0
ETH-16JUN23-2050-C,2023-5-29,2023-6-16,2050.0,call,1839.45,0.0015,0.0025,0.002,1112.0,4443.0,45.595
ETH-16JUN23-2050-P,2023-5-29,2023-6-16,2050.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-2100-C,2023-5-25,2023-6-16,2100.0,call,1839.45,0.001,0.0015,0.00125,680.0,6918.0,48.72
ETH-16JUN23-2100-P,2023-5-25,2023-6-16,2100.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-2200-C,2023-5-25,2023-6-16,2200.0,call,1839.45,0.0005,0.001,0.00075,119.0,2213.0,57.095
ETH-16JUN23-2200-P,2023-5-25,2023-6-16,2200.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-2300-C,2023-5-26,2023-6-16,2300.0,call,1839.45,0.0,0.001,0.0005,97.0,629.0,36.135
ETH-16JUN23-2300-P,2023-5-26,2023-6-16,2300.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-2400-C,2023-5-25,2023-6-16,2400.0,call,1839.45,0.0,0.0005,0.00025,0.0,489.0,37.94
ETH-16JUN23-2400-P,2023-5-25,2023-6-16,2400.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-2600-C,2023-5-25,2023-6-16,2600.0,call,1839.45,0.0,0.0005,0.00025,0.0,320.0,47.56
ETH-16JUN23-2600-P,2023-5-25,2023-6-16,2600.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-2800-C,2023-5-25,2023-6-16,2800.0,call,1839.45,0.0,0.0005,0.00025,0.0,95.0,56.2
ETH-16JUN23-2800-P,2023-5-25,2023-6-16,2800.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-3000-C,2023-5-25,2023-6-16,3000.0,call,1839.45,0.0,0.0005,0.00025,0.0,235.0,64.065
ETH-16JUN23-3000-P,2023-5-25,2023-6-16,3000.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-3200-C,2023-5-25,2023-6-16,3200.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,71.28
ETH-16JUN23-3200-P,2023-5-25,2023-6-16,3200.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-16JUN23-3400-C,2023-5-25,2023-6-16,3400.0,call,1839.45,0.0,0.0005,0.00025,0.0,0.0,77.95
ETH-16JUN23-3400-P,2023-5-25,2023-6-16,3400.0,put,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-800-C,2023-6-1,2023-6-23,800.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-800-P,2023-6-1,2023-6-23,800.0,put,1839.45,0.0,0.0005,0.00025,0.0,0.0,82.32
ETH-23JUN23-900-C,2023-6-1,2023-6-23,900.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-900-P,2023-6-1,2023-6-23,900.0,put,1839.45,0.0,0.0005,0.00025,0.0,0.0,71.455
ETH-23JUN23-1000-C,2023-6-1,2023-6-23,1000.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-1000-P,2023-6-1,2023-6-23,1000.0,put,1839.45,0.0,0.001,0.0005,0.0,0.0,67.5
ETH-23JUN23-1100-C,2023-6-1,2023-6-23,1100.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-1100-P,2023-6-1,2023-6-23,1100.0,put,1839.45,0.0,0.001,0.0005,0.0,0.0,57.93
ETH-23JUN23-1200-C,2023-6-1,2023-6-23,1200.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-1200-P,2023-6-1,2023-6-23,1200.0,put,1839.45,0.0005,0.001,0.00075,0.0,623.0,93.83500000000001
ETH-23JUN23-1300-C,2023-6-1,2023-6-23,1300.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
ETH-23JUN23-1300-P,2023-6-1,2023-6-23,1300.0,put,1839.45,0.0005,0.0015,0.001,0.0,451.0,80.77000000000001
ETH-23JUN23-1400-C,2023-6-1,2023-6-23,1400.0,call,1839.45,0.0,0.0,0.0,0.0,0.0,0.0
